,total,locked,free,currency,account_id,account_type,base_currency,margins,reported,info
2023-03-07 00:00:00+00:00,5206509.21,492684.24,4713824.97,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '71760.00', 'currency': 'USD', 'instrument_id': 'AUB.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}]",False,{}
2023-03-07 00:00:00+00:00,5206509.21,586960.30,4619548.91,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '71760.00', 'currency': 'USD', 'instrument_id': 'AUB.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '94276.06', 'currency': 'USD', 'instrument_id': 'SSB.SIM'}]",False,{}
2023-03-07 00:00:00+00:00,5206509.21,619140.30,4587368.91,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '71760.00', 'currency': 'USD', 'instrument_id': 'AUB.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '94276.06', 'currency': 'USD', 'instrument_id': 'SSB.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '32180.00', 'currency': 'USD', 'instrument_id': 'STWD.SIM'}]",False,{}
2023-03-09 00:00:00+00:00,5250509.21,710885.22,4539623.99,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '71760.00', 'currency': 'USD', 'instrument_id': 'AUB.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '94276.06', 'currency': 'USD', 'instrument_id': 'SSB.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '32180.00', 'currency': 'USD', 'instrument_id': 'STWD.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '91744.92', 'currency': 'USD', 'instrument_id': 'VAL.SIM'}]",False,{}
2023-03-09 00:00:00+00:00,5310526.79,639125.22,4671401.57,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '94276.06', 'currency': 'USD', 'instrument_id': 'SSB.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '32180.00', 'currency': 'USD', 'instrument_id': 'STWD.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '91744.92', 'currency': 'USD', 'instrument_id': 'VAL.SIM'}]",False,{}
2023-03-09 00:00:00+00:00,5329526.79,544849.16,4784677.63,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '32180.00', 'currency': 'USD', 'instrument_id': 'STWD.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '91744.92', 'currency': 'USD', 'instrument_id': 'VAL.SIM'}]",False,{}
2023-03-09 00:00:00+00:00,5408675.35,512669.16,4896006.19,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '91744.92', 'currency': 'USD', 'instrument_id': 'VAL.SIM'}]",False,{}
2023-03-10 00:00:00+00:00,5450275.35,420924.24,5029351.11,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '52960.00', 'currency': 'USD', 'instrument_id': 'ARMK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}]",False,{}
2023-03-10 00:00:00+00:00,5530277.65,367964.24,5162313.41,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '96830.37', 'currency': 'USD', 'instrument_id': 'HGV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}]",False,{}
2023-03-10 00:00:00+00:00,5547877.65,271133.87,5276743.78,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '30980.00', 'currency': 'USD', 'instrument_id': 'KW.SIM'}]",False,{}
2023-03-14 00:00:00+00:00,5547877.65,240153.87,5307723.78,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}]",False,{}
2023-03-15 00:00:00+00:00,5611277.61,346302.86,5264974.75,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '101349.04', 'currency': 'USD', 'instrument_id': 'ALV.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '106148.99', 'currency': 'USD', 'instrument_id': 'BG.SIM'}]",False,{}
2023-03-15 00:00:00+00:00,5531757.21,244953.82,5286803.39,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '106148.99', 'currency': 'USD', 'instrument_id': 'BG.SIM'}]",False,{}
2023-03-16 00:00:00+00:00,5531757.21,138804.83,5392952.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}]",False,{}
2023-03-21 00:00:00+00:00,5570557.21,184364.83,5386192.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '45560.00', 'currency': 'USD', 'instrument_id': 'CERT.SIM'}]",False,{}
2023-03-29 00:00:00+00:00,5570557.21,138804.83,5431752.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}]",False,{}
2023-04-26 00:00:00+00:00,5570557.21,165504.83,5405052.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}]",False,{}
2023-04-28 00:00:00+00:00,5583157.21,187204.83,5395952.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '21700.00', 'currency': 'USD', 'instrument_id': 'CTKB.SIM'}]",False,{}
2023-05-02 00:00:00+00:00,5583157.21,165504.83,5417652.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}]",False,{}
2023-05-04 00:00:00+00:00,5581757.21,229424.83,5352332.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '63920.00', 'currency': 'USD', 'instrument_id': 'STAG.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,165504.83,5416252.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,226044.83,5355712.38,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,333154.91,5248602.30,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,373154.91,5208602.30,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '40000.00', 'currency': 'USD', 'instrument_id': 'CARG.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,477326.88,5104430.33,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '40000.00', 'currency': 'USD', 'instrument_id': 'CARG.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '104171.97', 'currency': 'USD', 'instrument_id': 'CCK.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,555806.88,5025950.33,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '40000.00', 'currency': 'USD', 'instrument_id': 'CARG.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '104171.97', 'currency': 'USD', 'instrument_id': 'CCK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '78480.00', 'currency': 'USD', 'instrument_id': 'CRC.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,623926.88,4957830.33,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '40000.00', 'currency': 'USD', 'instrument_id': 'CARG.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '104171.97', 'currency': 'USD', 'instrument_id': 'CCK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '78480.00', 'currency': 'USD', 'instrument_id': 'CRC.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '68120.00', 'currency': 'USD', 'instrument_id': 'DOCS.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,674046.88,4907710.33,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '40000.00', 'currency': 'USD', 'instrument_id': 'CARG.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '104171.97', 'currency': 'USD', 'instrument_id': 'CCK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '78480.00', 'currency': 'USD', 'instrument_id': 'CRC.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '68120.00', 'currency': 'USD', 'instrument_id': 'DOCS.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '50120.00', 'currency': 'USD', 'instrument_id': 'GPK.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,749346.88,4832410.33,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '40000.00', 'currency': 'USD', 'instrument_id': 'CARG.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '104171.97', 'currency': 'USD', 'instrument_id': 'CCK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '78480.00', 'currency': 'USD', 'instrument_id': 'CRC.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '68120.00', 'currency': 'USD', 'instrument_id': 'DOCS.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '50120.00', 'currency': 'USD', 'instrument_id': 'GPK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '75300.00', 'currency': 'USD', 'instrument_id': 'MC.SIM'}]",False,{}
2023-06-06 00:00:00+00:00,5581757.21,818266.88,4763490.33,USD,SIM-001,MARGIN,USD,"[{'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '36640.00', 'currency': 'USD', 'instrument_id': 'SNCY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '102164.83', 'currency': 'USD', 'instrument_id': 'FSLR.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '26700.00', 'currency': 'USD', 'instrument_id': 'NABL.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '60540.00', 'currency': 'USD', 'instrument_id': 'APAM.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '107110.08', 'currency': 'USD', 'instrument_id': 'BERY.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '40000.00', 'currency': 'USD', 'instrument_id': 'CARG.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '104171.97', 'currency': 'USD', 'instrument_id': 'CCK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '78480.00', 'currency': 'USD', 'instrument_id': 'CRC.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '68120.00', 'currency': 'USD', 'instrument_id': 'DOCS.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '50120.00', 'currency': 'USD', 'instrument_id': 'GPK.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '75300.00', 'currency': 'USD', 'instrument_id': 'MC.SIM'}, {'type': 'MarginBalance', 'initial': '0.00', 'maintenance': '68920.00', 'currency': 'USD', 'instrument_id': 'OVV.SIM'}]",False,{}
