Price,Close,High,Low,Open,Volume
Ticker,HTZ,HTZ,HTZ,HTZ,HTZ
Date,,,,,
2023-02-14,19.219999313354492,19.51099967956543,18.665000915527344,18.68000030517578,4633300
2023-02-15,19.829999923706055,19.850000381469727,19.125,19.139999389648438,3119000
2023-02-16,19.940000534057617,20.34000015258789,19.450000762939453,19.469999313354492,3794500
2023-02-17,19.459999084472656,19.8700008392334,19.350000381469727,19.790000915527344,2359100
2023-02-21,18.850000381469727,19.40999984741211,18.760000228881836,19.309999465942383,2790300
2023-02-22,18.65999984741211,19.03499984741211,18.579999923706055,18.84000015258789,1901100
2023-02-23,18.610000610351562,18.93000030517578,18.56999969482422,18.6299991607666,1692700
2023-02-24,18.549999237060547,18.739999771118164,18.270000457763672,18.299999237060547,2197800
2023-02-27,18.450000762939453,18.8799991607666,18.350000381469727,18.739999771118164,1808500
2023-02-28,18.510000228881836,18.780000686645508,18.469999313354492,18.510000228881836,2782000
2023-03-01,18.399999618530273,18.709999084472656,18.34000015258789,18.3799991607666,1788000
2023-03-02,18.350000381469727,18.458999633789062,18.1200008392334,18.270000457763672,2037400
2023-03-03,18.770000457763672,18.899999618530273,18.399999618530273,18.399999618530273,2104200
2023-03-06,19.59000015258789,20.479999542236328,19.399999618530273,19.459999084472656,8158000
2023-03-07,19.559999465942383,20.0,19.440000534057617,19.510000228881836,3307800
2023-03-08,19.829999923706055,19.8799991607666,19.344999313354492,19.450000762939453,2780800
2023-03-09,18.479999542236328,20.03499984741211,18.46500015258789,19.920000076293945,3830000
2023-03-10,17.209999084472656,18.3700008392334,17.010000228881836,18.350000381469727,5539200
2023-03-13,16.969999313354492,17.049999237060547,16.219999313354492,16.739999771118164,4505500
2023-03-14,16.389999389648438,17.700000762939453,16.125,17.3700008392334,5004000
2023-03-15,16.0,16.030000686645508,15.5600004196167,15.949999809265137,4921600
2023-03-16,16.25,16.34000015258789,15.625,15.699999809265137,4568300
2023-03-17,15.380000114440918,16.1200008392334,15.024999618530273,16.110000610351562,27113100
2023-03-20,15.40999984741211,16.014999389648438,15.34000015258789,15.460000038146973,5459900
2023-03-21,16.329999923706055,16.68000030517578,15.75,15.75,3827900
