Price,Close,High,Low,Open,Volume
Ticker,DT,DT,DT,DT,DT
Date,,,,,
2022-08-17,41.310001373291016,42.0,41.14500045776367,41.54999923706055,773600
2022-08-18,41.18000030517578,41.459999084472656,40.939998626708984,41.45000076293945,1025400
2022-08-19,39.630001068115234,40.720001220703125,39.41999816894531,40.68000030517578,1756800
2022-08-22,38.790000915527344,39.13999938964844,38.38999938964844,38.689998626708984,1135300
2022-08-23,38.650001525878906,39.040000915527344,38.290000915527344,38.880001068115234,1428600
2022-08-24,38.599998474121094,39.56999969482422,38.36000061035156,38.70000076293945,1337500
2022-08-25,39.0,39.150001525878906,38.494998931884766,38.9900016784668,1612000
2022-08-26,38.15999984741211,39.415000915527344,37.7599983215332,38.9900016784668,1375100
2022-08-29,38.31999969482422,39.04999923706055,37.29199981689453,37.5,2465200
2022-08-30,38.099998474121094,39.0,37.75,38.720001220703125,1519700
2022-08-31,38.18000030517578,39.130001068115234,37.95600128173828,38.59000015258789,2282000
2022-09-01,36.58000183105469,37.78499984741211,35.40999984741211,37.619998931884766,2775500
2022-09-02,36.75,37.349998474121094,36.439998626708984,37.31999969482422,1765400
2022-09-06,38.18000030517578,39.880001068115234,38.06999969482422,38.779998779296875,10341800
2022-09-07,39.150001525878906,39.61000061035156,37.68000030517578,37.88999938964844,3674900
2022-09-08,39.7400016784668,40.09000015258789,38.88999938964844,39.2599983215332,3272000
2022-09-09,40.72999954223633,41.209999084472656,40.27000045776367,40.27000045776367,2986900
2022-09-12,41.5099983215332,41.66999816894531,40.790000915527344,40.880001068115234,2985200
2022-09-13,39.15999984741211,40.40999984741211,39.040000915527344,39.90999984741211,3529500
2022-09-14,39.77000045776367,39.86000061035156,38.59000015258789,39.310001373291016,5061700
2022-09-15,38.63999938964844,41.0099983215332,38.56999969482422,39.0,5542800
2022-09-16,37.33000183105469,37.70000076293945,36.65999984741211,37.70000076293945,30710500
2022-09-19,37.099998474121094,37.209999084472656,36.5099983215332,36.77000045776367,3283300
2022-09-20,37.45000076293945,37.63999938964844,36.540000915527344,36.689998626708984,3345300
