Price,Close,High,Low,Open,Volume
Ticker,CXM,CXM,CXM,CXM,CXM
Date,,,,,
2024-02-08,12.850000381469727,12.875,12.489999771118164,12.569999694824219,1045300
2024-02-09,13.0600004196167,13.119999885559082,12.880000114440918,12.9399995803833,1713100
2024-02-12,12.789999961853027,13.100000381469727,12.680000305175781,13.039999961853027,2906600
2024-02-13,12.430000305175781,12.670000076293945,12.199999809265137,12.399999618530273,1541100
2024-02-14,12.800000190734863,12.835000038146973,12.510000228881836,12.600000381469727,1693500
2024-02-15,12.920000076293945,12.970000267028809,12.770000457763672,12.869999885559082,1038600
2024-02-16,12.699999809265137,12.859999656677246,12.600000381469727,12.829999923706055,1289000
2024-02-20,12.670000076293945,12.670000076293945,12.460000038146973,12.5,1158900
2024-02-21,12.270000457763672,12.529000282287598,12.199999809265137,12.510000228881836,1311300
2024-02-22,12.800000190734863,12.869999885559082,12.350000381469727,12.489999771118164,2086800
2024-02-23,12.779999732971191,12.869999885559082,12.595000267028809,12.800000190734863,1198400
2024-02-26,12.720000267028809,12.880000114440918,12.720000267028809,12.760000228881836,1206700
2024-02-27,12.779999732971191,12.90999984741211,12.760000228881836,12.819999694824219,873800
2024-02-28,12.569999694824219,12.680000305175781,12.53499984741211,12.649999618530273,1362900
2024-02-29,13.029999732971191,13.850000381469727,13.010000228881836,13.600000381469727,12717600
2024-03-01,13.420000076293945,13.5,13.100000381469727,13.149999618530273,28881200
2024-03-04,13.5600004196167,13.710000038146973,13.375,13.420000076293945,3824700
2024-03-05,13.039999961853027,13.430000305175781,12.970000267028809,13.430000305175781,2541000
