Price,Close,High,Low,Open,Volume
Ticker,FSLR,FSLR,FSLR,FSLR,FSLR
Date,,,,,
2022-11-22,167.66000366210938,168.1699981689453,163.74000549316406,166.3699951171875,1684900
2022-11-23,169.47000122070312,170.52000427246094,166.67999267578125,167.88999938964844,1645800
2022-11-25,171.42999267578125,173.2100067138672,167.30999755859375,169.02000427246094,1116900
2022-11-28,165.6199951171875,170.60000610351562,163.67999267578125,167.50999450683594,3488000
2022-11-29,161.80999755859375,167.7899932861328,160.91000366210938,165.42999267578125,2256800
2022-11-30,172.52999877929688,173.67999267578125,163.02000427246094,163.02000427246094,8693400
2022-12-01,168.5399932861328,173.6300048828125,166.47999572753906,172.55999755859375,2123300
2022-12-02,168.32000732421875,173.60000610351562,167.57000732421875,168.49000549316406,2802800
2022-12-05,167.13999938964844,169.80999755859375,165.32000732421875,168.0,1851100
2022-12-06,157.47000122070312,166.25999450683594,156.74000549316406,162.6300048828125,3334700
2022-12-07,154.74000549316406,158.9499969482422,153.25999450683594,156.50999450683594,2162400
2022-12-08,152.7100067138672,157.24000549316406,151.82000732421875,156.22000122070312,1483900
2022-12-09,150.9600067138672,154.7100067138672,149.86000061035156,151.24000549316406,1851300
2022-12-12,150.27999877929688,153.75999450683594,148.55999755859375,149.77000427246094,1769900
2022-12-13,157.0800018310547,158.99000549316406,150.85000610351562,152.88999938964844,3214100
2022-12-14,160.08999633789062,162.5,155.3699951171875,157.88999938964844,2727100
2022-12-15,159.41000366210938,162.19000244140625,156.89999389648438,158.5,2743900
2022-12-16,155.0800018310547,160.74000549316406,152.55999755859375,158.69000244140625,22634800
2022-12-19,156.77000427246094,161.72999572753906,154.50999450683594,155.97999572753906,2856100
2022-12-20,156.58999633789062,161.3800048828125,154.0399932861328,156.80999755859375,2185300
