Price,Close,High,Low,Open,Volume
Ticker,VICI,VICI,VICI,VICI,VICI
Date,,,,,
2022-05-16,24.804119110107422,25.15455621865044,24.496417598115105,24.513512488838792,9206100
2022-05-17,25.24857521057129,25.312678602155692,24.88104322989039,25.077629572496036,11779300
2022-05-18,24.96651268005371,25.26566671072373,24.765653444099893,25.154553194893424,7267700
2022-05-19,25.034893035888672,25.35968777969751,24.804116922250138,24.915230441636265,9337500
2022-05-20,24.744285583496094,25.25711920014733,24.214355447962628,25.21438360884583,9057000
2022-05-23,24.932327270507812,25.137461066281368,24.581890165612347,24.923779825234938,7353300
2022-05-24,24.752830505371094,24.87249309116719,24.218627482065347,24.812662613398267,8945100
2022-05-25,25.35968589782715,25.393874043463427,24.616074574703724,24.616074574703724,9314500
2022-05-26,25.693031311035156,26.084495491143375,25.42806703537421,25.44516192548355,10613500
2022-05-27,26.38535499572754,26.500741407798962,25.821235134252415,25.88961468252905,7772900
2022-05-31,26.368263244628906,26.522113986032444,26.06483629922657,26.231507392327618,14179500
2022-06-01,26.334074020385742,26.554594181823553,25.98791147520429,26.513567099218456,8539800
2022-06-02,26.85545539855957,27.069136615406716,26.342620152074762,26.36826248498941,15305400
2022-06-03,26.829811096191406,27.163154878579363,26.58194175057799,26.80417039541723,13982000
2022-06-06,27.735820770263672,29.017907986819623,27.7101768087814,28.641826983232715,57119300
2022-06-07,27.44521713256836,28.1546371059578,26.727248084267156,27.368291760946203,198882200
2022-06-08,26.889646530151367,27.419578354324315,26.75289066661057,27.22299037400824,13388400
2022-06-09,26.22296142578125,26.80417464594982,26.214413980748365,26.73579671594519,8525900
2022-06-10,25.590463638305664,26.000731193846597,25.470801045245796,25.983636304801138,10565600
