Price,Close,High,Low,Open,Volume
Ticker,APPF,APPF,APPF,APPF,APPF
Date,,,,,
2024-03-05,229.58999633789062,238.22000122070312,227.9199981689453,235.97999572753906,275600
2024-03-06,225.11000061035156,233.05999755859375,223.02999877929688,233.05999755859375,262100
2024-03-07,228.75,229.7899932861328,224.03199768066406,227.61000061035156,382700
2024-03-08,227.72999572753906,233.30999755859375,226.02499389648438,230.2100067138672,178500
2024-03-11,227.75999450683594,228.44000244140625,226.0500030517578,227.39999389648438,143000
2024-03-12,224.27000427246094,229.07899475097656,221.75,227.4199981689453,262700
2024-03-13,225.82000732421875,227.6699981689453,224.22000122070312,224.22000122070312,135200
2024-03-14,222.89999389648438,224.60000610351562,220.2899932861328,224.3300018310547,146300
2024-03-15,221.4600067138672,222.66000366210938,218.69000244140625,221.33999633789062,200900
2024-03-18,221.47000122070312,224.99000549316406,220.57000732421875,222.64999389648438,138200
2024-03-19,223.41000366210938,224.10000610351562,218.1179962158203,219.33999633789062,100700
2024-03-20,227.82000732421875,228.52999877929688,222.3699951171875,223.41000366210938,237300
2024-03-21,233.74000549316406,235.72000122070312,228.9199981689453,229.64999389648438,179500
2024-03-22,233.32000732421875,235.0500030517578,230.6999969482422,233.89999389648438,128100
2024-03-25,226.49000549316406,233.80499267578125,226.02999877929688,231.85000610351562,146500
2024-03-26,248.7100067138672,253.4199981689453,242.39500427246094,242.99000549316406,979100
2024-03-27,247.6699981689453,253.08299255371094,244.83999633789062,251.61000061035156,730100
2024-03-28,246.74000549316406,253.0399932861328,242.24000549316406,248.75999450683594,3492900
2024-04-01,241.17999267578125,246.4550018310547,240.07000732421875,245.4199981689453,437600
