Price,Close,High,Low,Open,Volume
Ticker,AR,AR,AR,AR,AR
Date,,,,,
2022-09-27,29.530000686645508,30.729999542236328,29.219999313354492,29.93000030517578,6569300
2022-09-28,30.770000457763672,31.170000076293945,29.270000457763672,29.719999313354492,8059500
2022-09-29,30.329999923706055,30.520000457763672,28.989999771118164,30.219999313354492,6663700
2022-09-30,30.530000686645508,31.040000915527344,29.75,29.75,6294200
2022-10-03,31.09000015258789,31.65999984741211,30.34000015258789,30.600000381469727,11496400
2022-10-04,33.16999816894531,33.349998474121094,31.709999084472656,31.989999771118164,7088900
2022-10-05,33.63999938964844,34.18000030517578,31.75,32.86000061035156,4756300
2022-10-06,32.34000015258789,34.209999084472656,32.33000183105469,33.40999984741211,4609300
2022-10-07,32.31999969482422,33.40999984741211,31.850000381469727,32.290000915527344,4246900
2022-10-10,33.13999938964844,34.11000061035156,32.5099983215332,32.75,8413800
2022-10-11,33.650001525878906,34.84000015258789,32.36000061035156,32.63999938964844,7106900
2022-10-12,34.31999969482422,34.93000030517578,33.400001525878906,33.650001525878906,5059000
2022-10-13,35.7599983215332,35.970001220703125,33.56999969482422,33.65999984741211,5240900
2022-10-14,34.0099983215332,36.09000015258789,33.709999084472656,35.16999816894531,6759000
2022-10-17,33.93000030517578,34.4900016784668,32.7599983215332,33.790000915527344,7866000
2022-10-18,35.79999923706055,36.869998931884766,35.209999084472656,35.54999923706055,19956200
2022-10-19,36.79999923706055,36.83000183105469,35.43000030517578,35.459999084472656,50900200
2022-10-20,34.970001220703125,37.09000015258789,34.81999969482422,36.86000061035156,10000300
2022-10-21,33.470001220703125,34.310001373291016,32.02000045776367,34.27000045776367,12941400
