Price,Close,High,Low,Open,Volume
Ticker,CRC,CRC,CRC,CRC,CRC
Date,,,,,
2023-05-16,36.60835266113281,37.820736745696024,36.589408708162814,37.55552863049522,358700
2023-05-17,37.31873321533203,37.46080743740589,36.5515194086512,37.10087957107778,456200
2023-05-18,37.669185638427734,37.69759975895208,36.688858735255664,36.958803719804806,308200
2023-05-19,37.16718673706055,38.11436270921287,37.081940755039255,38.076474803161275,546300
2023-05-22,37.621829986572266,37.88703809703084,37.16718596299064,37.25243194323654,731100
2023-05-23,37.498695373535156,38.22802127633577,37.46080746900772,37.98175351009689,962800
2023-05-24,38.10488510131836,38.464812946301485,37.564995140438285,37.8396770119567,1024200
2023-05-25,37.650245666503906,37.76390577380402,37.09141168692633,37.43239562201633,452800
2023-05-26,37.31873321533203,38.000697430303326,37.12929730604411,37.7354893252139,604500
2023-05-30,36.1821174621582,37.30925540015437,35.51909365790615,36.76936546560932,2065100
2023-05-31,35.8223762512207,36.13727536725196,35.50747349503182,36.013226075563274,926800
2023-06-01,36.18498611450195,36.81479161297654,35.8319163133648,35.8319163133648,1014100
2023-06-02,37.549556732177734,37.73086569607842,36.72890870879472,36.89112868685587,1126700
2023-06-05,38.58013916015625,39.954251131205496,38.18889871866714,39.085888022526866,1674500
2023-06-06,39.238563537597656,39.42464106955107,37.90262237588484,37.90262237588484,831000
2023-06-07,39.72523498535156,40.08784559785474,39.35307988084944,39.486673647577675,896500
2023-06-08,39.41033172607422,39.79203131728577,38.274781084463314,39.677522895985135,840300
2023-06-09,39.85882568359375,40.1260131964811,39.104971040625195,39.305361675290705,646900
2023-06-12,39.37216567993164,39.63935688133783,39.01909588254481,39.19086035482111,1122500
2023-06-13,40.011512756347656,40.736737710211415,39.858833627104886,40.00196826318135,1301800
2023-06-14,40.30732345581055,40.636535612124995,39.820656309708724,40.288238112810774,1726000
2023-06-15,40.841697692871094,41.46195858756906,40.49816880597111,40.61268086170904,1286900
2023-06-16,42.292152404785156,42.31123774805526,40.70810531493665,41.28065105241172,17635200
2023-06-20,41.442874908447266,42.15855890483055,40.984837587580806,41.757773973974246,2178000
