Price,Close,High,Low,Open,Volume
Ticker,TRGP,TRGP,TRGP,TRGP,TRGP
Date,,,,,
2022-09-16,65.0774154663086,67.87970083416498,64.27270633676028,67.76609925811292,3053600
2022-09-19,65.66439056396484,66.01467898160473,63.3070637071136,63.430134502176514,1577900
2022-09-20,64.869140625,65.63598742915711,64.1780402480975,65.48450902042403,1862500
2022-09-21,63.325984954833984,66.22294057040429,63.231314571735155,66.22294057040429,1698100
2022-09-22,61.96270751953125,64.20643240653283,61.81123635311951,64.20643240653283,1274100
2022-09-23,56.5664176940918,59.84206210301993,55.68596939755279,59.728456919692086,2195800
2022-09-26,54.22801971435547,56.81256008012938,54.18068452457188,56.09305580566568,2475300
2022-09-27,55.09901428222656,56.60429675589913,54.559385056895294,55.629174300688575,2359100
2022-09-28,57.84449005126953,58.02436885006027,55.335688577153974,55.48716336951021,2251500
2022-09-29,57.56047821044922,57.65515221766558,55.47769700046264,57.16285821447282,1599700
2022-09-30,57.12498474121094,58.336783059924834,56.48121598153321,57.20072033040862,2355100
2022-10-03,59.62432098388672,60.66571333111167,58.95215182512905,59.50124658773096,1792300
2022-10-04,61.88697814941406,62.14258891349254,60.93079063970764,61.26214060161953,2071900
2022-10-05,62.606475830078125,63.117704556379564,59.936734241649994,61.17693646031974,2018800
2022-10-06,61.41361999511719,63.316518617109296,61.385212378302505,62.01004993624922,1257700
2022-10-07,60.372230529785156,61.49882408327565,59.39711177013745,60.95919490449547,3516200
2022-10-10,59.984073638916016,61.886979494228285,59.55804967045478,60.11661362656089,2869300
2022-10-11,62.34141159057617,62.63489923624691,59.406585694091284,59.55806050917222,49033200
2022-10-12,61.38521194458008,62.28459867561345,60.845582795115064,61.83017070732777,2730500
2022-10-13,64.73660278320312,64.90701238725495,60.410103515935816,60.457438714518176,2400400
2022-10-14,61.49882125854492,64.90700576918675,61.34735008310338,64.16856663455124,2138500
