Price,Close,High,Low,Open,Volume
Ticker,BERY,BERY,BERY,BERY,BERY
Date,,,,,
2023-05-16,51.63254928588867,52.49100851737465,51.623607776142826,52.48206329283457,528927
2023-05-17,52.46418762207031,52.517840402854844,51.77563555328021,51.84717135606133,676160
2023-05-18,52.651973724365234,52.71457173036282,51.85611610138012,52.19591951973018,434838
2023-05-19,51.963417053222656,52.83081411618974,51.90976427769382,52.75927832041609,1397732
2023-05-22,52.768218994140625,52.97389229766798,51.6683203966584,51.89187672014712,919878
2023-05-23,52.3389892578125,53.19744479525739,52.240625218641775,52.59831533547667,707632
2023-05-24,53.644561767578125,53.80552381905268,52.26745767853982,53.108026549055786,1473199
2023-05-25,52.714569091796875,53.96648457154861,52.53572402326091,53.26004580787265,869567
2023-05-26,52.768218994140625,53.41205971987039,52.70562470948152,52.70562470948152,668864
2023-05-30,52.0617790222168,53.09013808563844,51.8292811943151,52.65196695913472,809236
2023-05-31,51.37923812866211,51.87318306117296,51.05592946445429,51.60375855253068,817186
2023-06-01,51.92707061767578,52.19649514396389,51.46006959776901,51.61274200367299,593396
2023-06-02,53.83100128173828,53.947753399600636,52.62757474162984,52.68145889956063,673547
2023-06-05,54.58538818359375,55.68104635762717,54.44169585875874,55.06137297360026,1492910
2023-06-06,55.196083068847656,55.474487636854356,54.27105746815193,54.27105746815193,1442489
2023-06-07,55.8516845703125,56.20193718922842,55.052391088892776,55.19608714954579,1639816
2023-06-08,55.32181930541992,55.92353256850336,54.980546757787245,55.81576052307553,1107622
2023-06-09,55.052391052246094,55.37570345768541,54.79195033681905,55.27691521416328,1155102
2023-06-12,55.67206573486328,55.97741425386928,54.48659940321007,54.60335151456414,1479407
2023-06-13,56.677921295166016,56.776709537532696,55.672067537102826,55.672067537102826,1371160
2023-06-14,56.255821228027344,57.0910387228504,56.06722481233609,56.794670261896485,1208354
2023-06-15,56.902435302734375,57.00122727124532,56.02231750320367,56.11212567034851,1573932
2023-06-16,58.123836517333984,58.16874060643544,56.76773377263312,57.42333123502534,23520984
2023-06-20,56.3725700378418,57.620900575099725,56.23785778727602,57.593960363475276,3090473
