Price,Close,High,Low,Open,Volume
Ticker,PAYO,PAYO,PAYO,PAYO,PAYO
Date,,,,,
2022-09-16,6.110000133514404,6.184999942779541,5.965000152587891,6.079999923706055,3341200
2022-09-19,6.059999942779541,6.110000133514404,5.880000114440918,5.989999771118164,2775100
2022-09-20,5.989999771118164,6.099999904632568,5.920000076293945,5.980000019073486,1249600
2022-09-21,5.940000057220459,6.199999809265137,5.909999847412109,6.019999980926514,1810700
2022-09-22,5.840000152587891,5.96999979019165,5.760000228881836,5.920000076293945,1728800
2022-09-23,5.739999771118164,5.849999904632568,5.650000095367432,5.739999771118164,1600900
2022-09-26,5.590000152587891,5.869999885559082,5.570000171661377,5.679999828338623,1457500
2022-09-27,5.650000095367432,5.929999828338623,5.599999904632568,5.739999771118164,1557000
2022-09-28,6.010000228881836,6.025000095367432,5.650000095367432,5.670000076293945,2173600
2022-09-29,5.880000114440918,5.909999847412109,5.724999904632568,5.880000114440918,1780600
2022-09-30,6.050000190734863,6.119999885559082,5.855000019073486,5.889999866485596,4302600
2022-10-03,6.329999923706055,6.329999923706055,6.099999904632568,6.159999847412109,2491900
2022-10-04,6.769999980926514,6.769999980926514,6.394999980926514,6.46999979019165,3564400
2022-10-05,6.849999904632568,7.258999824523926,6.679999828338623,6.71999979019165,7463400
2022-10-06,7.059999942779541,7.079999923706055,6.829999923706055,6.840000152587891,5020100
2022-10-07,7.190000057220459,7.724999904632568,7.079999923706055,7.489999771118164,22336800
2022-10-10,7.460000038146973,7.590000152587891,7.139999866485596,7.179999828338623,14182400
2022-10-11,7.369999885559082,7.53000020980835,7.199999809265137,7.400000095367432,52644600
2022-10-12,7.360000133514404,7.420000076293945,7.050000190734863,7.389999866485596,6593400
2022-10-13,7.630000114440918,7.65500020980835,7.014999866485596,7.014999866485596,4165800
2022-10-14,7.46999979019165,7.769999980926514,7.429999828338623,7.690000057220459,5342900
